search_term,name,country,officers
Seadrill Ltd,Seadrill Capricorn Ltd.,gb,"{""Hingley-Wilson Robert"",""Graham Robjohns"",""David Scott Sneddon"",""Georgina Elizabeth Sousa""}"
Rowan,Rowan (216) Limited,gb,"{""David John William Walker"",""Honor Patricia Walker"",""James Michael Ian Walker"",""Peter Michael Walker"",""Andrea Jane Creedon"",""Andrea Jane Creedon"",""Brian James Pinchin"",""Brian James Pinchin"","" Rowansec Limited"","" Rowan Formations Limited""}"
Rowan,Rowan (236) Limited,gb,"{""Nicholas Paul Bracey"",""Royston George Harvey"",""Ian David Brown"","" Rowansec Limited"","" Rowan Formations Limited""}"
Rubicon Offshore,Rubicon Offshore Holdings Limited,bm,{}
Rubicon Offshore,Rubicon Offshore International Holdings Limited,bm,{}
Rubicon Offshore,Rubicon Offshore International Limited,bm,{}
Rubicon Offshore,Rubicon Offshore International Private Limited,sg,{}
Rubicon Offshore,Rubicon Offshore Technical Services Pte. Ltd.,sg,{}
SBM,Sbm,nl,{}
SBM,Sbm,nl,{}
SBM,Sbm,nl,{}
SBM,Sbm,nl,{}
SBM,Sbm,nl,{}
SBMO,Sbmo Consultants,nl,{}
SBMO,Sbmo Llc,us_fl,"{""Mario Orozco"",""Sharif Bula Llc"",""Orozco Mario""}"
Saipem,Saipem,be,{}
Saipem,Saipem,be,{}
Saipem,Saipem Limited,gb,"{""Anthony Charles Lake"",""Gianni Di Pietro"",""Hugh O'Donnell"",""Stefano Porcari"",""Edgar Van Stijn"",""Marco Felice Villa"",""Jean Luc Dubois"",""Elizabeth Turkson"",""Nigel Swinnerton"",""Paolo Formica"",""Fabio Massimo Maria Pallavicini"",""Edgar Van Stijn""}"
Saipem,Saipem U.K. Limited,gb,"{""Marco Felice Villa"",""Rosario Cristiano Giannini"",""Vincent George Mccarthy"",""Hugh O'Donnell"",""Stefano Porcari"",""Edgar Van Stijn"",""Anthony Charles Lake"",""Michele Nebbioli"",""Alessandro Bernini"",""Stefano Bianchi"",""Giuliano Brugnatelli"",""Stefano Cao"",""Cesare Da Re"",""Paolo Daleffe"",""Marcello Dosi"",""Jean Luc Dubois"",""Sante Fadini"",""Massimo Giovanni Ferraris"",""Aldo Gebbia"",""Guido Giorgi"",""Yves Inbona"",""Carlo Mamprin"",""Sebastiano Vincenzo Messina"",""Francesco Nanotti"",""Vincenzo Oliveri"",""Fernando Po"",""Sergio Polito"",""Alessandro Riva"",""Pietro Franco Tali"",""Rossano Tomaselli"",""Luciano Vezzoli"",""Massimo Giovanni Ferraris"",""Carlo Mamprin""}"
Saipem,Saipem America Inc.,us_de,{}
Santos,Santos,be,{}
Santos,Santos,ca_qc,{}
Santos,Santos,lu,{}
Santos,Santos,ca_qc,{}
Santos,Santos,ca_qc,{}
SapuraKencana,Sapurakencana 1200 Ltd.,bm,{}
SapuraKencana,Sapurakencana 3500 Ltd.,bm,{}
SapuraKencana,Sapurakencana Drilling (Bermuda) Ltd,bm,{}
SapuraKencana,Sapurakencana Drilling Menang Ltd,bm,{}
SapuraKencana,Sapurakencana Drilling Resources Ltd.,bm,{}
Sea Production Ltd,Sea Production Ltd.,bm,{}
Sea Production Ltd,Sea Production Limited,gb,"{""John Norman Monks"",""Dimitrios Antoniou Hannas"",""Nicholas John Sherriff"","" London Registrars Plc"","" Northern Offshore Limited""}"
Sea Production Ltd,Sea Production Limited,gb,{}
Sea Production Ltd,Sea Production Holdings Limited,bm,{}
Sea Production Ltd,Sea Production Management As,no,{}
Seadrill Ltd,Seadrill Ltd.,bm,{}
Seadrill Ltd,Seadrill Limited,bm,{}
Seadrill Ltd,Seadrill Limited,je,{}
Secunda Marine,Secunda Marine Limited Partnership,ca_ns,{}
Secunda Marine,Secunda Marine Services Limited,ca_ns,{}
SembCorp Marine,Sembcorp Marine Ltd,sg,{}
SembCorp Marine,Sembcorp Marine Technology Pte. Ltd.,sg,{}
Sevan Marine,Sevan Marine Asa,no,{}
Shebah,Shebah Clothing Ltd,gb,"{""Joseph Olajide Idowu"",""Racheal Idowu"",""Gabriel Olusoledayo Adedipe"",""Joseph Ayoola Adedipe""}"
Shebah,"Shebah & Bethel, Inc.",us_ca,{}
Shebah,"Shebah Cleaners & Launderers, Inc.",us_pa,{}
Shebah,Shebah Hokhmah,us_ny,{}
Shebah,Shebah International Company Limited,hk,{}
Shelf Drilling,Shelf Drilling Offshore Services (India) Private L Imited,in,"{""Kedar Vasant Dubhashi"",""Rahul Mehrotra"",""Ritesh Jhunjhunwala"",""Narender Jindal""}"
Shelf Drilling,Shelf Drilling (Singapore) Pte. Ltd.,sg,{}
Shelf Drilling,Shelf Drilling (Southeast Asia) Limited,hk,{}
Shelf Drilling,Shelf Drilling Support Services Limited,ie,{}
Shelf Drilling,Shelf Drilling International Inc.,in,{}
Shell,Shell,al,{}
Shell,Shell 4U Ltd,gb,"{""Andrius Sadaunykas""}"
Shell,Shell Aircraft Limited,gb,"{""Stephen Michael Fisher"",""Stanley Medved"",""Hugh Sydney Mitchell"",""Robert Earl Sheffield"",""Mark Christopher Stevens"",""Jonathan Charles Hugo Phillips"",""Christopher Timothy Dion Moriarty"",""Dipa Raivadera"",""Gordon John West"",""Richard William Harkness Browne"",""Samuel Eric Clark"",""Michael Rae Glass"",""Peter David Seton Hadfield"",""John Daniel Hofmeister"",""Howard Clive Hollingsbee"",""Brian Martin Humphries"",""Christopher Jeremy Knight"",""David Philip Madden"",""Ian Alexander Mcgrath"",""Mark Moody Stuart"",""Desmond Marcel Richard"",""Paul David Skinner"",""Robert Monroe Sprague"",""Stephen Michael Fisher"","" Shell Corporate Secretary Limited""}"
Shell,Shell And Auger Services Limited,gb,"{""Helen Goring"",""Paul Goring"",""Wendy Goring"",""Paul Goring"",""Helen Frances Goring"","" Swift Incorporations Limited""}"
Shell,Shell & Bp Services Limited,gb,"{""Karin Jacqueline Hawkins"",""Michael John Ashworth"",""Melanie Anne Lee"",""Diane June Penfold"",""Dipa Raivadera"",""Peter Ankers"",""Wulf Hinrich Bernotat"",""Howard Charles Gatiss"",""Willem Hendrik August Grasso"",""David Norman Green"",""Kenneth Charles John Wraxall Hunter"",""Bernard Henri Auguste Leyraud"",""Francis William Michael Starkie"",""Roger Alan Webber"",""John Christopher Withey"","" Shell Corporate Secretary Limited"","" Shell Corporate Director Limited""}"
Shell Todd,Shell Todd Oil Services Limited,nz,"{""David Frederick Blackmon"",""Christopher Brian Hall"",""Winfred Olaf Boeren"",""Hilary Georgine Dussing"",""Stephen Robert Armstrong"",""John Robert Crossman"",""Ronald Michael Kelly"",""Paul Derek Moore"",""Christopher Ernest Kilby"",""Andrew Scott Forbes Clennett"",""Christopher William Ryan""}"
Shell Todd,Shell Todd Pipeline Services Limited,nz,{}
Sonangol,Sonangol Offshore Services Ltd.,gb,"{""Gary Wayne Dugger""}"
Sonangol,Sonangol Asia Limited,sg,{}
Sonangol,Sonangol Asia Limited,hk,{}
Sonangol,Sonangol Benguela Limited,bs,{}
Sonangol,Sonangol Cabinda Limited,bs,{}
Songa Floating Production,Songa Floating Production Pte. Ltd.,sg,{}
South Atlantic Petroleum,South Atlantic Petroleum Co. Ltd.,bm,{}
South Atlantic Petroleum,South Atlantic Petroleum Company,us_ok,{}
Statoil,Statoil Exploration (U.K.) Limited,gb,"{""Anthony Joseph Saul"",""Pippa Jane Louise Evans"",""Kjetil Johnsen"",""Alison Ann Barrie"",""John Craner"",""Svein Anderson"",""Havard Berge"",""Rune Bjornson"",""John Craner"",""Paul Michael Creedon"",""Thomas Cadden Earls"",""Bjorn Roar Eide"",""Peter Desmond Gorman"",""Helge Leiv Hatlestad"",""Geir Jossang"",""Erik Kjos Hanssen"",""Ole-Johan Lydersen"",""Jacob Sannes"",""Michael Joseph Whelan"",""Alastair James Woodrow"",""Tom Dreyer"",""Jenny Elizabeth Morris"",""Peter Desmond Gorman""}"
Statoil,Statoil Gas Trading Limited,gb,"{""Anthony Joseph Saul"",""Phillipa Jane Louise Evans"",""Kjetil Johnsen"",""Nicholas Simon Barry Gould"",""Odd Sollesnes"",""Svein Andersen"",""Tor Martin Anfinnsen"",""Havard Berge"",""Rune Bjornson"",""David Anthony Saint John Coupe"",""Bjorn Roar Eide"",""Nicholas Simon Barry Gould"",""Georg Karl Gundersen"",""Bjorn Ragnar Jacobson"",""Michael Kelly"",""John Alexander King"",""Erik Kjos Hanssen"",""Thor Otto Lohne"",""Raymond Joseph Obrien"",""Bent Pedersen"",""Torgrim Reitan"",""Susan Simms"",""Kjetil Tungland"",""Bjørn Ragnar Jacobsen""}"
Statoil,Statoil Global Employment Limited,gb,"{""Anthony Joseph Saul"",""Anders Hatteland"",""Anders Opedal"",""Aksel Stenerud"",""Michael Andrew Walberton"",""Asbjørn Eikestad"",""Asbjorn Eikestad"",""Phillipa Jane Louise Evans"",""Helge Leiv Hatlestad"",""Jan Magnus Nyborg"",""Siv Oftedal"",""Karin Valand Sandvold""}"
Statoil,Statoil Africa Holding As,no,{}
Statoil,Statoil Algeria As,no,{}
StatoilHydro,Statoilhydro Asa,be,{}
StatoilHydro,Statoilhydro Canada Exploration & Production Inc.,ca_ns,{}
StatoilHydro,Statoilhydro Canada Ltd.,ca_ns,{}
Stena Drilling,Stena Drilling Asia Pacific Limited,gb,"{""Stuart Maxwell Wyness"",""John Owen Banks"",""Thomas Peter Andreas Wiel Welo"",""Stuart Maxwell Wyness"",""Clive Weston"","" Norose Company Secretarial Services Limited""}"
Stena Drilling,Stena Drilling Australia Limited,gb,"{""Stuart Maxwell Wyness"",""Staffan Werner Hultgren"",""Thomas Peter Andreas Wiel Welo"",""George Albert Cowie"",""George Albert Cowie"",""Luciene Maureen James"","" The Company Registration Agents Ltd""}"
Stena Drilling,Stena Drilling (Holdings) Limited,gb,"{""Stuart Maxwell Wyness"",""Peter Claesson"",""Christopher Ernest Fay"",""Anders Jansson"",""Dan Sten Olsson"",""Tom Peter Andreas Wiel Welo"",""Harry Stephen Assiter"",""George Albert Cowie"",""Mauro Mattiuzzo"",""Harry Stephen Assiter"",""Carl Joseph Burnett"",""Svante Wilhelm Carlsson"",""Thomas Michel Ernest Ehret"",""Herbjorn Hansson"",""Birger Lowhagen""}"
Stena Drilling,Stena Drilling Hr Limited,gb,"{""Stuart Maxwell Wyness"",""Peter Claesson"",""Staffan Werner Hultgren"",""Thomas Peter Andreas Wiel Welo"",""George Albert Cowie"",""John Owen Banks"",""Svante Wilhelm Carlsson"",""George Albert Cowie"",""Staffan Werner Hultgren"","" The Company Registration Agents Limited"","" Luciene James Limited""}"
Stena Drilling,Stena Drilling Limited,gb,"{""Stuart Maxwell Wyness"",""Peter Claesson"",""Graeme Forbes Coutts"",""Christopher Ernest Fay"",""Anders Jansson"",""Dan Sten Olsson"",""Tom Peter Andreas Wiel Welo"",""Carl-Johan Wilheim Bertilsson Hagman"",""Harry Stephen Assiter"",""George Albert Cowie"",""Mauro Mattiuzzo"",""Harry Stephen Assiter"",""Carl Joseph Burnett"",""Svante Wilhelm Carlsson"",""Thomas Michel Ernest Ehret"",""Herbjorn Hansson"",""Birger Lowhagen""}"
Talisman,Talisman,nl,{}
Talisman,Talisman,nl,{}
Talisman,Talisman,us_mo,{}
Talisman,Talisman,be,{}
Talisman,Talisman,be,{}
Tanker Pacific,Tanker Pacific Management Limited,hk,{}
Tanker Pacific,Tanker Pacific Management (Singapore) Pte Ltd,sg,{}
Tanker Pacific,Tanker Pacific (New Zealand) B.V.,nl,{}
Tanker Pacific,Tanker Pacific Offshore Terminals (Brazil) B.V.,nl,{}
Tanker Pacific,Tanker Pacific Offshore Terminals (Operations) Pte. Ltd.,sg,{}
Teekay Petrojarl,Teekay Petrojarl Floating Production Uk Ltd.,gb,"{""Torger Arnesen"",""Tor Olav Bye-Andersen"",""Peter Lytzen"",""Hugh Simon Nevile"",""Gregory Ernest Parkes"",""Simon David Wagner"",""Edgar Alsaker"",""Jon Chrisopher Boswell"",""Bjarte Bruheim"",""Erik Evjen"",""Kaare Moursund Gisvold"",""Espen Klitzing"",""Helge Krafft"",""Gottfred Langseth"",""Knut Oversjoen"",""Laurence Anthony Quinn"",""Svein Rennemo"",""Christin Steen Nilsen"",""Reidar Stokke"",""Svein Torleif Vaage"",""Hugh Simon Nevile"",""Gregory Ernest Parkes"",""Flemming Gronnegaard"",""Dennis Law"","" Jordan Company Secretaries Limited""}"
Teekay Petrojarl,Teekay Petrojarl Uk Limited,gb,"{""Torger Arnesen"",""Tor Olav Bye-Andersen"",""Peter Lytzen"",""Hugh Simon Nevile"",""Simon David Wagner"",""Edgar Alsaker"",""Einar Kristian Bekvik"",""Asle Berg Braatalien"",""Kaare Moursund Gisvold"",""Harry Kjorsvik"",""Dennis Law"",""Knut Oversjoen"",""Svein Rennemo"",""Terje Ruud"",""Christin Steen Nilsen"",""Reidar Stokke"",""Endre Ording Sund"",""Edgar Alsaker"",""Edgar Alsaker"",""Harry Kjorsvik"",""Dennis Law"",""Flemming Gronnegaard"",""Dennis Law"","" Jordan Company Secretaries Limited"","" Swift Incorporations Limited"","" Wfw Legal Services Limited"","" Instant Companies Limited""}"
Teekay Petrojarl,Teekay Petrojarl As,no,{}
Teekay Petrojarl,Teekay Petrojarl Crewing Services Pte. Ltd.,sg,{}
Teekay Petrojarl,Teekay Petrojarl Crewing Services Pte. Ltd.,sg,{}
Total,Total,be,{}
Total,Total,be,{}
Total,Total 1 Electrical Services Limited,gb,"{""Aqwinder Kaur Jagpal"",""Talvinder Singh Bains"",""Harneck Singh Jagpal""}"
Total,Total 1 Limited,gb,"{""Ann Marie Griffiths"",""Wayne Robert Griffiths""}"
Total,Total 1 Technical Services Limited,gb,"{""Wayne Robert Griffiths"",""Michael Smallwood"",""Andrew Curtis Swann""}"
Transocean Ltd.,Transocean Ltd,gb,"{""Graham Matthew Smith"","" Uk Company Secretaries Ltd"","" Uk Incorporations Ltd""}"
Transocean Ltd.,Transocean Limited,bs,{}
Transocean Ltd.,Transocean Limited,mu,{}
Transocean Ltd.,Transocean Limited,ie,{}
Transocean Ltd.,Transocean Ltd,gb,"{""Darren Colin Rowbotham""}"
Tullow,Tullow Cms (North Sea) Limited,gb,"{""Martin James Mcnair"",""Richard George Taylor"",""Alan Graham Martin"",""Angus Murray Mccoss"",""Peter Gerald Sloan"",""Ian Springett"",""Paul Mcdade"","" Dm Company Services (London) Limited""}"
Tullow,Tullow Energy Limited,gb,"{""Richard George Taylor"",""Isaac Humphrey Duker"",""Aidan Joseph Heavey"",""Alan Graham Martin"",""Matthew Maher"",""Alan Graham Martin"",""Michael Dodworth"",""Matthew Maher""}"
Tullow,Tullow Greenland Exploration Limited,gb,"{""Richard George Taylor"",""Alan Graham Martin"",""Angus Murray Mccoss"",""Paul Mcdade"",""Ian Springett"",""Martin James Mcnair"",""Kevin Massie"",""Kevin Massie"",""Richard David Miller"",""Nicholas Keith Shepherd"",""Peter Gerald Sloan"",""Julian Lester Tedder"",""William Howard Torr"","" Dm Company Services (London) Limited""}"
Tullow,Tullow Group Services Limited,gb,"{""Richard George Taylor"",""Aidan Joseph Heavey"",""Alan Graham Martin"",""Angus Murray Mccoss"",""Paul Mcdade"",""Ian Springett"",""Thomas Gerard Hickey"",""Matthew John O'Donoghue"",""Alan Graham Martin"",""Kevin Massie"",""Kevin Massie"",""Richard David Miller"",""Nicholas Keith Shepherd"",""Peter Gerald Sloan"",""Julian Lester Tedder"",""William Howard Torr"","" Dm Company Services Limited"","" 25 Nominees Limited""}"
Tullow,Tullow Guinea Limited,gb,"{""Martin James Mcnair"",""Richard George Taylor"",""Alan Graham Martin"",""Angus Murray Mccoss"",""Peter Gerald Sloan"",""Ian Springett"",""Julian Lester Tedder"",""Kevin Massie"",""Kevin Massie"",""Paul Mcdade"",""Richard David Miller"",""Nicholas Keith Shepherd"",""William Howard Torr"","" Dm Company Services (London) Limited""}"
Vaalco Energy,"Vaalco Energy, Inc.",us_de,{}
Vaalco Energy,"Vaalco Energy, Inc.",us_ny,{}
Vaalco Energy,Vaalco Energy Mauritius (Eg) Limited,mu,{}
Vaalco Energy,"Vaalco Energy (Usa), Inc.",us_de,{}
Vantage Drilling,Vantage Drilling Associates Limited Partnership,us_ct,{}
Vantage Drilling,Vantage Drilling Netherlands B.V.,nl,{}
Vantage Drilling,"Vantage Drilling Company, Inc.",us_tn,"{""George M Johnson""}"
Vantage Drilling,Vantage Drilling Corporation,us_ca,{}
Venture Production,Venture Production Corporation.,pa,{}
Venture Production,Venture Production Group L.L.C.,us_ny,{}
Venture Production,Venture Production Inc.,pr,{}
Venture Production,Venture Production Nederland B.V.,nl,{}
Venture Production,Venture Production And Development Corporation,us_fl,"{""Pecci, William G"",""Ciaramitaro, Robert"",""Ciaramitaro, Robert"",""Flatt, C.D. Friday"",""Gale, Jack""}"
Wood Group,The Wood Group,us_me,{}
Wood Group,Wood Group Intetech Consultancy Limited,gb,"{""John Michael Smith"",""Liane Margaret Smith"",""Daniel John Dwyer"",""Liane Margaret Smith"",""Waheed Al Rafai"",""Daniel James Dwyer"",""Robert Muirhead Birnie Brown"",""Mark Linton"",""Bruce Middleton"",""Stephen John Wayman""}"
Wood Group,Wood Group Intetech Limited,gb,"{""John Michael Smith"",""Liane Margaret Smith"",""Waheed Al Rafai"",""Robbie Muirhead Birne Brown"",""Mark Linton"",""Bruce Middleton"",""Stephen John Wayman"","" Britannia Company Formations Limited"","" Deansgate Company Formations Limited""}"
Wood Group,Wood Group Intetech Overseas Holdings Company Limited,gb,"{""John Michael Smith"",""Liane Margaret Smith"",""Daniel John Dwyer"",""Liane Margaret Smith"",""Waheed Al Rafai"",""Daniel James Dwyer"",""Robert Muirhead Birnie Brown"",""Mark Linton"",""Bruce Middleton"",""Stephen John Wayman""}"
Wood Group,Wood Group Intetech Wells Limited,gb,"{""John Michael Smith"",""Liane Margaret Smith"",""Daniel John Dwyer"",""Liane Margaret Smith"",""Waheed Al Rafai"",""Daniel James Dwyer"",""Robert Muirhead Birnie Brown"",""Mark Linton"",""Bruce Middleton"",""Stephen John Wayman""}"
Woodside,Woodside 1953 Limited,gb,{}
Woodside,Woodside 1967 Limited,gb,{}
Woodside,Woodside Academy,gb,"{""Mandeep Flora"",""Leslie John Brock"",""Edward Edgar Caines"",""Charles Marcus Cato"",""Justin Gregory Conroy"",""Glynis Dean"",""Anthony John Dent"",""Kenneth William Farrant"",""Julie Helen Haydon"",""Russell Alan Robinson"",""Jennifer Jane Ryder"",""Lorraine Shaikh""}"
Woodside,Woodside Academy Trust,gb,"{""Peter Anthony Addison-Child"",""Peter John Donaldson"",""Richard Bailey Hughes"",""Ceinwen Rebecca Lodge"",""Elaine Ann Murphy"",""Valerie Slater"",""Trudie Suzanne Smith"",""Andrew Trevor Walsh"",""Leslie John Webb"",""Anneka Frances Welding"",""Kissi Sarah Wilde"",""Jane Angela Browne"",""Kirsty Louise Porter"",""Richard Anthony Williams"","" Schofield Sweeney Llp""}"
Woodside,Woodside Accountancy Services Ltd,gb,"{""Cheryl Ann Day"",""Cheryl Ann Day"",""Simon James Burke"",""Yomtov Eliezer Jacobs"",""Rachel Marie Day""}"
Woodside Energy,Woodside Energy (N.A.) Ltd,gb,"{""Feisal Ahmed"",""Anthony Charles Golding"",""Jeffrey Ronald Soine"",""Jarvas Ernest Croome"",""Giovanni Catalano"",""Duncan Paul Clegg"",""Ian Charles Strachan Fraser"",""Peter Desmond Grant"",""Michael Anthony Ignatius Hession"",""Ian Jackson"",""Rebecca Jones"",""Agu Jan Kantsler"",""Swee Guan Lee"",""Ian Murray Longley"",""Richard Frank Eduard Van Lent"",""Phillip Richard Loader"",""Sean Carl Ronald Rodrigues"","" Mcs Formations Limited"","" Combined Secretarial Services Limited"","" Dewey & Leboeuf Corporate Services Limited"","" Combined Nominees Limited"","" Combined Secretarial Services Limited""}"
Woodside Energy,Woodside Energy (Uk) Limited,gb,"{""Feisal Ahmed"",""Anthony Charles Golding"",""Jeffrey Ronald Soine"",""Jarvas Ernest Croome"",""Rebecca Jones"",""John Howard Akehurst"",""Giovanni Catalano"",""Duncan Paul Clegg"",""Ian Charles Strachan Fraser"",""Peter Desmond Grant"",""Ian Jackson"",""Rebecca Jones"",""Swee Guan Lee"",""Ian Murray Longley"",""Richard Frank Eduard Van Lent"",""Sean Carl Ronald Redrigues"",""Phillip Richard Loader"","" Mcs Formations Limited"","" Combined Secretarial Services Limited"","" Dewey & Leboeuf Corporate Services Limited"","" Combined Nominees Limited"","" Combined Secretarial Services Limited""}"
Woodside Energy,Woodside Energy Australia Asia Holdings Pte. Ltd.,sg,{}
Woodside Energy,Woodside Energy Iberia Sa,es,{}
Woodside Energy,Woodside Energy (Korea) Pte. Ltd.,sg,{}
